attraction_id,attraction_name,city_id,category,entry_fee_indian_inr,entry_fee_foreigner_inr,camera_fee_inr,trust_score,scam_markup_pct,timestamp
296,Hubballi Temple,54,Temple,10,150,0,79.4,5.4,2025-03-12 20:36:47
297,Lonavala Monastery,74,Monastery,30,450,0,94.8,0,2026-01-03 17:08:58
298,Grandma's Haridwar Lake,129,Lake,200,1000,25,78.6,9.2,2026-04-07 11:53:13
299,Local Favourite Vasco da Gama Museum,25,Museum,20,100,0,41.4,30.0,2026-03-24 03:23:12
300,Mysuru Dam,49,Dam,30,240,100,62.6,20.3,2025-06-05 20:35:02
301,Premium Nizamabad Dam,116,Dam,150,2250,0,82.9,1.6,2025-09-16 18:13:42
302,Bengaluru Beach,48,Beach,50,750,0,77.0,10.6,2025-12-27 04:16:23
303,Jodhpur Heritage Walk,97,Market,0,0,100,72.8,15.2,2025-03-21 19:35:16
304,Varanasi Cave,121,Cave,10,50,50,60.6,36.4,2026-04-23 02:29:11
305,Roadside Udaipur Wildlife Sanctuary,96,Market,50,250,0,61.0,42.7,2026-04-27 23:04:26
306,Jagdalpur Garden,22,Garden,150,1200,100,68.8,20.1,2026-04-04 13:37:37
307,Gwalior Dam,65,Dam,100,1500,0,81.0,3.0,2025-07-08 04:08:35
308,Haridwar Market,129,Market,0,0,25,75.1,12.2,2025-04-14 14:34:54
309,Jagdalpur Hill Station Point,22,Beach,10,100,100,83.1,2.8,2025-05-22 14:06:38
310,Digha Heritage Walk,136,Church,20,100,0,88.6,0,2025-08-16 07:16:51
311,Royal Kozhikode Viewpoint,59,Viewpoint,10,80,100,79.9,5.9,2025-01-02 06:56:47
312,Patna Palace,15,Palace,150,1200,0,62.7,17.8,2025-10-02 20:15:05
313,Moirang Dam,78,Dam,10,150,25,61.9,40.8,2025-10-22 17:47:58
314,Local Favourite Mount Abu Church,100,Church,30,450,100,76.7,13.6,2025-07-25 23:00:16
315,Tawang Museum,8,Museum,50,500,0,68.2,20.3,2026-03-12 01:34:26
316,Patna Fort,15,Fort,100,1000,0,78.3,8.2,2025-06-29 22:06:17
317,Spicy Hubballi Palace,54,Palace,50,400,0,65.3,16.0,2025-07-27 09:37:36
318,Aurangabad Temple,73,Temple,10,150,100,72.1,23.0,2025-01-09 18:34:44
319,Agra Zoo,120,Zoo,100,800,25,74.5,9.7,2026-05-30 00:49:41
320,Pushkar Garden,99,Garden,50,750,100,74.2,18.5,2025-05-13 06:50:15
321,Bodh Gaya Monastery,17,Monastery,150,1500,25,71.5,19.7,2025-07-27 15:48:09
322,Bikaner Garden,101,Garden,20,100,0,78.1,11.3,2026-03-02 11:59:02
323,Visakhapatnam Waterfall,1,Waterfall,10,80,50,55.2,25.2,2025-04-30 13:30:43
324,Quick-bite Munnar Bridge,57,Bridge,0,0,0,85.9,0,2025-03-22 23:19:55
325,Warangal Bridge,115,Bridge,30,450,100,90.7,0,2026-06-04 12:44:06
326,Street-side Tawang Bridge,8,Bridge,30,150,0,75.6,13.1,2025-04-04 03:45:16
327,Thanjavur Zoo,113,Zoo,150,2250,0,86.6,0,2025-09-29 08:45:57
328,Authentic Patna Temple,15,Temple,10,50,25,80.8,6.1,2026-02-06 14:23:29
329,Amritsar Museum,91,Museum,200,2000,0,81.0,6.1,2025-12-06 13:22:48
330,Jaisalmer Heritage Walk,98,Viewpoint,20,100,100,77.5,7.5,2025-03-05 19:00:53
331,Champhai Palace,83,Palace,20,160,0,67.8,24.3,2026-02-06 07:29:48
332,Deluxe Mahabaleshwar Waterfall,75,Waterfall,0,0,100,87.3,0,2025-07-24 00:30:48
333,Family Recipe Shillong Palace,79,Palace,50,250,25,86.9,0,2026-02-08 13:41:35
334,Roadside Kakinada Dam,6,Dam,150,1500,0,60.1,33.8,2026-04-12 02:25:34
335,Tawang Beach,8,Beach,20,160,0,81.6,5.7,2026-02-07 20:27:45
336,Surat Dam,29,Dam,150,2250,50,62.9,18.5,2025-08-09 11:12:14
337,Grandma's Moirang National Park,78,Beach,10,100,100,75.3,10.3,2026-01-15 10:01:50
338,Kanyakumari Temple,110,Temple,150,2250,50,62.6,19.6,2026-01-01 16:18:36
339,Udupi Zoo,53,Zoo,200,1600,50,78.6,11.1,2026-03-18 22:38:41
340,Dharamshala Monastery,41,Monastery,30,240,50,81.5,2.6,2025-07-31 01:18:07
341,Village-style Noida Viewpoint,126,Viewpoint,0,0,50,64.8,28.8,2025-09-29 14:01:10
342,Extra Cheesy Spiti Heritage Walk,43,Heritage Walk,150,2250,0,69.8,25.7,2025-03-08 17:14:57
343,Surat Museum,29,Museum,20,160,100,75.5,8.7,2026-03-09 15:48:10
344,Spicy Bhopal Monastery,62,Monastery,0,0,100,94.7,0,2025-07-02 01:34:05
345,Signature Udaipur (Tripura) Museum,118,Museum,200,3000,100,79.9,4.7,2026-06-17 09:21:20
346,Family Recipe Margao Monastery,24,Monastery,100,500,100,55.6,45.6,2025-01-26 20:00:53
347,Special Lachung Market,105,Market,150,1200,50,88.2,0,2026-06-20 23:09:37
348,Classic Kullu Zoo,42,Zoo,50,500,100,76.5,6.8,2025-02-03 09:21:51
349,Gwalior Monastery,65,Monastery,0,0,25,59.9,25.7,2025-06-28 10:27:52
350,Tawang Beach,8,Beach,20,200,0,78.5,8.9,2025-06-14 09:58:03
351,Guntur Waterfall,4,Waterfall,20,160,100,69.1,20.0,2025-09-08 13:47:47
352,Street-side Kohima Fort,84,Fort,100,800,25,75.4,9.2,2026-02-02 08:44:44
353,Ajmer Church,102,Church,50,250,0,64.2,27.1,2025-11-22 15:58:55
354,Gwalior Waterfall,65,Waterfall,50,250,25,67.1,17.3,2025-03-25 17:07:28
355,Khajuraho Waterfall,64,Waterfall,10,50,25,67.3,22.4,2025-03-29 02:29:25
356,Premium Konark Dam,88,Dam,100,800,25,95.9,0,2026-06-23 19:30:01
357,Lonavala Viewpoint,74,Viewpoint,10,100,0,75.4,16.9,2025-04-09 10:50:35
358,Mount Abu Cave,100,Cave,30,300,50,69.6,19.3,2025-08-01 11:04:03
359,Royal Jaisalmer Bridge,98,Bridge,0,0,0,80.0,7.5,2026-01-07 02:40:25
360,Classic Itanagar Monastery,7,Monastery,10,100,0,78.6,8.8,2026-01-22 08:13:11
361,Raipur Wildlife Sanctuary,20,Zoo,0,0,50,57.6,45.3,2026-01-27 14:44:08
362,Spicy Gaya Hill Station Point,16,Market,20,160,0,78.0,8.6,2026-01-18 14:04:41
363,Coorg Garden,52,Garden,0,0,25,47.6,25.4,2026-06-24 16:15:54
364,Homestyle Jagdalpur Beach,22,Beach,20,160,0,71.5,15.9,2026-06-12 21:56:20
365,Deluxe Vasco da Gama Heritage Walk,25,Hill Station Point,100,1500,25,79.7,4.8,2026-01-11 19:15:46
366,Amritsar Lake,91,Lake,30,450,0,80.4,4.0,2025-10-26 17:37:40
367,Festival Indore Beach,63,Beach,150,750,50,77.0,14.0,2025-07-23 04:27:35
368,Mawlynnong Garden,81,Garden,10,100,0,69.0,27.4,2026-04-09 19:13:35
369,Bilaspur Wildlife Sanctuary,21,Temple,50,250,50,75.9,6.6,2025-08-25 14:38:08
370,Moirang Palace,78,Palace,20,200,0,82.1,4.3,2026-04-11 18:45:58
371,Authentic Kohima Palace,84,Palace,200,1000,25,75.3,11.3,2026-01-09 03:39:26
372,Premium Hyderabad Palace,114,Palace,20,300,0,60.5,17.3,2026-01-21 17:46:32
373,Family Recipe Rajkot Bridge,31,Bridge,10,50,100,82.8,3.8,2026-01-03 21:15:51
374,Konark Fort,88,Fort,100,1500,0,61.9,26.8,2025-01-29 04:39:49
375,Gir Museum,34,Museum,20,200,100,97.6,0,2026-01-10 04:03:27
376,Patiala Museum,94,Museum,0,0,0,37.8,46.2,2026-05-01 13:37:17
377,Festival Dalhousie Market,44,Market,20,300,100,59.3,28.2,2026-06-07 01:41:06
378,Anjuna Palace,27,Palace,150,1500,0,55.5,24.0,2025-11-12 01:25:20
379,Homestyle Manali Museum,40,Museum,100,800,0,68.4,10.9,2025-09-17 22:32:15
380,Orchha Zoo,68,Zoo,200,2000,25,81.2,2.7,2026-02-08 04:50:15
381,Jaisalmer Bridge,98,Bridge,200,1000,0,45.9,38.3,2025-06-20 08:53:23
382,Imphal Monastery,77,Monastery,30,240,100,79.6,9.1,2026-03-25 19:26:11
383,Family Recipe Jagdalpur Lake,22,Lake,10,80,0,83.5,0.9,2026-04-05 14:51:37
384,Festival Patna Cave,15,Cave,50,250,0,94.2,0,2025-08-05 06:31:31
385,Gwalior Museum,65,Museum,0,0,0,64.9,30.1,2026-06-02 08:23:55
386,Chandigarh Dam,92,Dam,100,1500,0,55.6,52.3,2025-12-31 16:12:29
387,Village-style Manali Dam,40,Dam,30,240,0,82.2,1.9,2025-12-21 01:59:39
388,Jim Corbett Waterfall,133,Waterfall,50,250,50,82.7,2.3,2025-09-23 20:36:26
389,Spicy Amritsar Heritage Walk,91,Hill Station Point,10,150,50,92.4,0,2025-04-16 23:23:07
390,Authentic Bodh Gaya Zoo,17,Zoo,20,300,0,78.4,6.5,2025-08-29 22:35:07
391,Ranchi Beach,45,Beach,50,250,0,86.5,0,2025-01-10 03:03:41
392,Spiti Market,43,Market,20,160,0,55.0,31.2,2026-03-19 02:26:37
393,Nagpur Wildlife Sanctuary,71,Museum,200,1000,100,51.3,34.1,2025-03-22 14:08:25
394,Traditional Coimbatore Church,108,Church,20,200,0,84.1,1.5,2026-04-15 02:51:22
395,Street-side Bilaspur Church,21,Church,10,150,0,66.3,21.1,2025-09-11 10:37:12
396,Nainital Bridge,130,Bridge,10,150,0,65.8,15.5,2025-04-16 23:37:18
397,Deluxe Kanpur Dam,125,Dam,100,1500,0,85.1,0,2026-04-20 16:38:55
398,Pelling Waterfall,104,Waterfall,100,1000,0,58.9,41.2,2026-06-23 11:36:41
399,Traditional Cherrapunji Garden,80,Garden,50,250,0,71.9,17.2,2025-09-01 15:55:26
400,Lonavala Viewpoint,74,Viewpoint,150,2250,0,68.9,22.4,2025-03-19 02:15:51
401,Imphal Palace,77,Palace,200,1000,100,57.8,39.3,2025-03-30 12:46:27
402,Signature Gangtok Bridge,103,Bridge,150,2250,25,42.7,38.4,2026-06-10 15:34:08
403,Extra Cheesy Patna Dam,15,Dam,30,240,50,92.4,0,2026-06-11 16:56:22
404,Roadside Varanasi Temple,121,Temple,200,1600,50,78.3,5.8,2025-03-02 04:04:50
405,Tirupati Dam,3,Dam,10,80,0,86.9,0,2025-11-27 12:02:57
406,Signature Hampi National Park,50,Museum,50,500,0,84.0,0.9,2026-05-15 13:54:44
407,Amritsar Wildlife Sanctuary,91,Wildlife Sanctuary,30,150,50,76.8,7.3,2025-05-23 09:24:39
408,Lonavala Market,74,Market,200,1000,25,62.6,17.2,2026-05-20 06:42:04
409,Local Favourite Nagpur Market,71,Market,10,50,0,96.9,0,2026-03-10 21:04:21
410,Deluxe Siliguri Museum,137,Museum,0,0,0,73.8,20.0,2025-01-14 12:04:46
411,Patiala Wildlife Sanctuary,94,Market,150,750,50,82.9,3.4,2026-06-15 01:34:16
412,Family Recipe Surat Fort,29,Fort,0,0,100,72.8,11.0,2026-06-23 14:13:56
413,Local Favourite Amritsar Beach,91,Beach,30,450,0,46.9,51.3,2026-05-22 20:02:33
414,Special Nashik Dam,72,Dam,0,0,0,72.8,9.5,2025-07-26 18:00:16
415,Alleppey National Park,58,Fort,10,100,0,64.6,27.4,2026-04-07 10:27:26
416,Nizamabad Beach,116,Beach,50,750,50,74.3,16.6,2025-02-18 01:35:21
417,Kovalam National Park,61,Hill Station Point,30,450,100,75.0,15.7,2025-05-04 14:21:19
418,Jaipur Bridge,95,Bridge,100,800,50,67.4,29.1,2025-05-03 01:52:47
419,Deoghar Cave,47,Cave,10,50,50,77.3,8.1,2025-07-01 06:34:14
420,Kohima Wildlife Sanctuary,84,Hill Station Point,20,200,50,58.4,43.8,2025-01-22 21:14:24
421,Surat Market,29,Market,50,250,0,60.2,32.4,2025-06-02 13:14:09
422,Alibaug Palace,76,Palace,50,400,0,96.1,0,2025-10-09 00:58:44
423,Authentic Pelling Viewpoint,104,Viewpoint,10,150,50,73.7,10.0,2026-06-01 15:30:57
424,Somnath Cave,33,Cave,100,500,0,64.2,25.2,2025-03-05 20:20:47
425,Udupi Beach,53,Beach,100,1000,0,87.9,0,2026-05-20 14:07:41
426,Authentic Prayagraj Monastery,124,Monastery,100,1500,50,49.9,23.5,2025-08-17 14:33:25
427,Signature Anjuna Garden,27,Garden,200,2000,100,76.8,6.7,2026-06-15 22:05:41
428,Grandma's Indore Dam,63,Dam,100,1000,0,53.5,20.8,2026-06-18 04:43:05
429,Puri Market,87,Market,150,2250,100,78.8,4.0,2025-04-07 05:23:02
430,Cherrapunji Garden,80,Garden,20,200,100,48.9,40.6,2025-09-10 11:29:19
431,Calangute Cave,26,Cave,100,1000,25,70.4,15.7,2025-09-21 00:49:56
432,Gangtok Beach,103,Beach,150,2250,100,70.4,16.9,2025-10-05 08:02:20
433,Premium Dharamshala National Park,41,Zoo,30,300,100,84.5,0.4,2026-04-23 05:14:10
434,Haridwar National Park,129,Wildlife Sanctuary,20,200,100,79.0,5.8,2025-05-27 23:53:17
435,Authentic Noida Palace,126,Palace,50,400,25,81.1,3.1,2026-02-23 07:26:58
436,Panipat Fort,38,Fort,0,0,100,69.0,11.4,2025-11-22 04:46:08
437,Family Recipe Chandigarh Lake,92,Lake,30,450,50,82.4,2.9,2025-12-08 23:04:24
438,Vijayawada Museum,2,Museum,30,300,25,73.4,10.4,2026-01-15 18:39:45
439,Kozhikode Monastery,59,Monastery,0,0,100,84.1,1.4,2025-01-01 13:35:33
440,Jodhpur Fort,97,Fort,50,250,0,61.9,18.1,2026-02-11 23:23:36
441,Deluxe Jim Corbett Viewpoint,133,Viewpoint,0,0,25,84.8,0.3,2026-04-04 08:00:46
442,Street-side Bilaspur National Park,21,Viewpoint,200,1600,0,67.7,20.0,2026-06-03 03:34:08
443,Alleppey Waterfall,58,Waterfall,20,160,0,38.7,55.5,2025-04-29 22:38:50
444,Local Favourite Hubballi Dam,54,Dam,150,1500,100,54.1,23.5,2026-02-09 03:58:14
445,Quick-bite Rajkot Garden,31,Garden,0,0,50,78.8,10.2,2025-05-05 13:46:25
446,Family Recipe Dibrugarh Bridge,11,Bridge,0,0,25,81.9,2.8,2025-12-04 03:21:00
447,Kullu Lake,42,Lake,20,160,0,62.4,38.5,2025-08-12 06:22:49
448,Ayodhya Heritage Walk,123,Fort,150,1200,25,53.4,19.9,2025-12-25 22:17:21
449,Mumbai Lake,69,Lake,150,2250,0,84.5,0.3,2025-05-11 02:28:55
450,Quick-bite Margao National Park,24,Waterfall,50,400,25,76.3,14.3,2025-03-01 14:11:32
451,Somnath Palace,33,Palace,20,160,0,78.1,7.6,2026-01-24 04:36:05
452,Surat Cave,29,Cave,20,300,0,90.0,0,2025-09-07 06:45:08
453,Homestyle Munnar Garden,57,Garden,0,0,0,56.5,18.0,2025-05-20 01:02:39
454,Prayagraj Beach,124,Beach,200,1000,100,44.7,52.7,2025-07-18 23:10:32
455,Kovalam Waterfall,61,Waterfall,150,2250,100,58.4,33.1,2025-04-24 18:26:25
456,Ujjain Fort,66,Fort,0,0,0,64.8,15.4,2025-11-07 11:18:32
457,Tawang Beach,8,Beach,20,160,50,67.8,13.5,2026-03-24 16:12:52
458,Dibrugarh Temple,11,Temple,150,1500,25,72.7,21.2,2025-08-13 09:31:04
459,Munnar Bridge,57,Bridge,20,200,25,52.7,33.6,2026-01-28 12:02:23
460,Deoghar Bridge,47,Bridge,150,1200,25,62.2,33.4,2026-02-25 01:33:07
461,Chef's Panaji Church,23,Church,30,240,50,77.7,6.6,2026-04-11 17:27:32
462,Traditional Gurugram Cave,35,Cave,10,100,25,57.8,18.8,2025-05-30 03:00:51
463,Anjuna Wildlife Sanctuary,27,Dam,200,3000,0,81.2,4.1,2025-08-25 04:00:09
464,Mysuru Fort,49,Fort,200,3000,25,92.3,0,2025-01-10 22:32:16
465,Gir Lake,34,Lake,100,1500,25,76.2,8.2,2026-03-14 10:26:26
466,Chef's Anjuna Waterfall,27,Waterfall,20,160,0,59.8,36.1,2026-05-23 18:47:58
467,Mussoorie Cave,131,Cave,10,50,100,58.8,15.8,2025-01-04 13:35:49
468,Panaji National Park,23,Garden,0,0,0,77.6,13.2,2025-02-26 05:51:07
469,Ludhiana Market,93,Market,10,80,100,86.7,0,2025-09-17 02:44:48
470,Mount Abu Lake,100,Lake,10,150,100,83.4,2.0,2025-03-17 04:22:20
471,Kanpur Museum,125,Museum,150,2250,25,70.6,9.4,2026-02-28 13:06:05
472,Rajgir National Park,19,Beach,200,1600,0,80.2,8.4,2025-03-13 19:36:20
473,Mysuru Hill Station Point,49,Garden,150,2250,25,53.5,48.5,2025-04-18 14:42:48
474,Deoghar Heritage Walk,47,Dam,10,80,100,57.6,19.9,2026-01-26 15:30:09
475,Bhubaneswar Hill Station Point,86,Church,50,500,50,82.3,3.5,2025-08-07 19:37:34
476,Jim Corbett Dam,133,Dam,20,200,100,92.6,0,2025-10-22 02:54:57
477,Kanpur Beach,125,Beach,50,750,0,84.5,0.3,2025-12-13 19:02:38
478,Ujjain Heritage Walk,66,Beach,50,400,0,70.6,10.7,2026-02-03 14:07:08
479,Bikaner Zoo,101,Zoo,10,100,0,48.0,56.2,2025-08-08 07:03:51
480,Khajuraho Wildlife Sanctuary,64,Beach,10,100,50,73.8,8.6,2026-01-31 12:05:52
481,Premium Ajmer Temple,102,Temple,0,0,0,66.1,15.9,2025-11-15 20:34:55
482,Traditional Shillong Palace,79,Palace,20,200,50,65.4,17.1,2025-12-05 16:55:28
483,Hubballi Cave,54,Cave,100,1500,50,89.0,0,2026-04-07 04:57:05
484,Guntur Church,4,Church,0,0,0,53.4,25.1,2025-08-16 19:06:59
485,Visakhapatnam Wildlife Sanctuary,1,Cave,150,1200,50,67.8,10.4,2025-05-18 17:36:44
486,Kurukshetra Heritage Walk,37,Monastery,30,240,100,55.0,36.7,2026-04-28 18:59:03
487,Hubballi Waterfall,54,Waterfall,0,0,100,65.3,33.7,2025-08-05 14:54:52
488,Manali Bridge,40,Bridge,30,150,25,74.4,10.9,2025-10-22 10:07:28
489,Authentic Kochi Viewpoint,55,Viewpoint,0,0,100,69.6,15.4,2025-10-15 03:46:17
490,Vijayawada Church,2,Church,100,500,25,61.2,36.5,2026-05-16 19:02:22
491,Dharamshala Garden,41,Garden,0,0,25,85.0,0,2025-08-24 19:50:03
492,Special Moirang Monastery,78,Monastery,20,300,100,63.3,16.1,2025-05-10 23:21:37
493,Bengaluru Waterfall,48,Waterfall,100,1000,25,83.3,1.5,2025-07-21 00:08:51
494,Street-side Ooty Zoo,109,Zoo,200,1600,100,54.4,34.6,2026-04-03 05:57:57
495,Local Favourite Lucknow Zoo,119,Zoo,100,1000,0,44.7,42.0,2026-03-19 09:37:11
496,Tawang Market,8,Market,50,500,25,70.6,11.4,2025-05-03 18:16:05
497,Manali Dam,40,Dam,100,1000,0,77.1,12.2,2025-09-21 16:38:15
498,Kakinada Temple,6,Temple,30,240,25,79.7,4.2,2026-05-01 21:11:42
499,Quick-bite Prayagraj Market,124,Market,50,400,0,76.5,12.6,2025-05-07 14:05:13
500,Lachung National Park,105,Viewpoint,200,3000,0,65.0,32.7,2025-07-16 08:58:32
501,Special Nashik Heritage Walk,72,Beach,30,150,25,74.8,12.9,2025-11-08 18:11:52
502,Aurangabad National Park,73,Market,150,2250,25,69.4,10.6,2025-11-22 23:52:19
503,Lonavala Bridge,74,Bridge,150,1200,50,83.2,1.6,2026-02-01 22:04:21
504,Dehradun Viewpoint,127,Viewpoint,150,1200,25,71.8,10.0,2025-01-04 21:04:21
505,Chef's Jaisalmer Dam,98,Dam,20,160,25,53.6,30.5,2025-08-30 01:51:20
506,Coorg Palace,52,Palace,20,160,100,81.0,2.9,2025-12-21 06:35:20
507,Festival Khajuraho Lake,64,Lake,20,200,25,43.4,70.1,2026-01-23 11:22:58
508,Ranchi Monastery,45,Monastery,20,160,0,92.3,0,2026-03-23 21:13:44
509,Tawang Heritage Walk,8,Palace,0,0,25,88.0,0,2026-03-04 06:07:28
510,Hampi Cave,50,Cave,10,50,25,47.8,55.5,2026-05-25 15:58:38
511,Gurugram Dam,35,Dam,200,1000,0,61.9,39.8,2025-02-25 13:30:08
512,Gaya Waterfall,16,Waterfall,100,1500,0,85.1,0,2025-12-06 19:47:55
513,Chilika Fort,90,Fort,20,160,100,73.9,12.8,2026-06-05 13:16:45
514,Royal Amritsar National Park,91,Heritage Walk,50,400,0,50.7,30.5,2025-10-07 10:03:52
515,Authentic Darjeeling Hill Station Point,135,Zoo,10,50,0,68.4,14.4,2026-02-22 14:28:19
516,Vadodara Monastery,30,Monastery,10,150,50,77.3,8.0,2025-05-05 11:29:29
517,Premium Gangtok Viewpoint,103,Viewpoint,200,3000,50,72.2,18.3,2025-10-03 05:02:51
518,Digha Market,136,Market,10,50,0,70.2,23.9,2025-12-14 23:59:19
519,Signature Bikaner Viewpoint,101,Viewpoint,10,150,25,69.6,21.2,2025-05-29 17:37:15
520,Kullu Fort,42,Fort,50,250,25,53.5,30.5,2026-03-22 10:56:00
521,Darjeeling Beach,135,Beach,30,300,50,53.1,34.4,2026-01-15 05:20:13
522,Grandma's Panaji Museum,23,Museum,100,1000,100,78.4,8.6,2026-02-27 11:02:27
523,Bhubaneswar Hill Station Point,86,Lake,30,150,100,82.9,1.9,2025-06-30 09:31:47
524,Nagpur Garden,71,Garden,10,150,25,58.3,31.2,2025-05-09 10:11:19
525,Festival Udaipur (Tripura) Museum,118,Museum,20,300,50,71.9,22.5,2025-08-07 19:30:41
526,Village-style Kakinada Garden,6,Garden,50,400,25,69.9,21.2,2025-11-27 13:53:22
527,Jorhat Church,12,Church,200,2000,50,88.1,0,2026-04-20 06:44:49
528,Classic Chandigarh Church,92,Church,100,1500,100,82.2,3.1,2025-03-16 09:10:57
529,Festival Deoghar Lake,47,Lake,200,3000,100,65.5,33.7,2026-01-14 00:49:29
530,Kolkata Lake,134,Lake,200,2000,0,85.2,0,2025-12-02 16:13:38
531,Kurukshetra Monastery,37,Monastery,200,1600,100,73.6,8.9,2025-12-01 22:07:49
532,Pachmarhi Zoo,67,Zoo,0,0,100,56.3,18.1,2025-02-09 15:45:07
533,Shantiniketan Market,138,Market,200,2000,50,80.1,6.5,2025-10-22 17:10:23
534,Bodh Gaya Hill Station Point,17,Church,0,0,50,52.1,54.6,2025-04-11 05:04:25
535,Raipur Fort,20,Fort,50,400,0,80.3,5.1,2025-10-01 10:59:32
536,Cherrapunji Garden,80,Garden,10,80,0,79.5,8.3,2025-11-26 20:05:28
537,Amritsar Church,91,Church,10,100,50,68.8,17.6,2025-08-11 04:51:00
538,Panaji Garden,23,Garden,100,800,0,65.5,14.2,2026-05-04 12:46:38
539,Chandigarh Market,92,Market,0,0,100,81.3,5.2,2025-01-12 19:51:20
540,Bodh Gaya Zoo,17,Zoo,50,400,0,60.8,28.5,2025-09-04 01:53:06
541,Signature Champhai Cave,83,Cave,20,160,0,75.5,17.0,2025-06-02 09:31:06
542,Homestyle Jim Corbett Heritage Walk,133,Waterfall,20,100,0,68.7,15.8,2026-06-14 22:58:21
543,Manali Market,40,Market,150,1500,100,49.2,58.5,2025-04-02 20:37:23
544,Noida Market,126,Market,200,3000,100,73.3,12.2,2025-06-16 14:29:22
545,Alleppey Bridge,58,Bridge,0,0,25,88.2,0,2025-01-20 03:45:05
546,Chef's Mysuru Bridge,49,Bridge,0,0,25,51.8,24.2,2026-05-08 22:10:16
547,Local Favourite Coorg Church,52,Church,100,1500,100,65.4,24.2,2025-11-07 02:56:07
548,Puri Bridge,87,Bridge,100,800,50,69.9,27.1,2026-01-18 00:08:34
549,Mathura Hill Station Point,122,Market,0,0,0,88.3,0,2025-08-26 10:58:46
550,Festival Dwarka Garden,32,Garden,10,150,50,78.7,4.8,2025-01-27 19:28:15
551,Street-side Haridwar Garden,129,Garden,10,150,0,71.1,21.3,2025-11-13 07:14:32
552,Spiti Heritage Walk,43,Fort,10,150,0,62.4,15.8,2025-05-11 00:28:30
553,Silchar Cave,14,Cave,100,1500,0,46.4,27.8,2025-07-19 17:25:37
554,Festival Amritsar Dam,91,Dam,150,1200,25,72.5,8.4,2025-04-01 05:18:36
555,Silchar Wildlife Sanctuary,14,Heritage Walk,50,250,50,78.6,9.0,2025-10-28 07:02:30
556,Rishikesh Palace,128,Palace,200,3000,0,45.7,53.2,2026-04-05 00:55:32
557,Village-style Rameswaram Wildlife Sanctuary,111,Lake,0,0,0,44.4,43.2,2025-09-01 19:45:02
558,Guwahati Viewpoint,10,Viewpoint,150,750,0,85.1,0,2025-10-22 13:03:53
559,Darjeeling Hill Station Point,135,Garden,50,750,0,82.2,2.6,2026-01-24 17:18:03
560,Bhubaneswar Fort,86,Fort,30,300,50,86.5,0,2025-03-24 03:08:27
561,Hampi Temple,50,Temple,100,1000,100,74.9,13.8,2026-02-19 04:38:38
562,Panaji Palace,23,Palace,10,100,25,69.9,10.1,2025-02-16 22:05:49
563,Premium Spiti Dam,43,Dam,30,240,25,55.1,19.0,2025-08-21 15:14:23
564,Signature Guwahati Fort,10,Fort,150,1500,100,80.9,7.1,2025-01-18 01:44:59
565,Mysuru Hill Station Point,49,Heritage Walk,50,250,25,56.6,44.1,2026-06-17 22:53:26
566,Udaipur (Tripura) Zoo,118,Zoo,20,200,50,78.7,7.8,2025-11-23 15:11:00
567,Konark Dam,88,Dam,20,200,0,67.8,30.1,2025-06-09 17:19:48
568,Aurangabad Church,73,Church,50,250,100,96.2,0,2025-02-26 09:23:35
569,Pachmarhi Palace,67,Palace,30,450,25,89.7,0,2026-03-13 09:31:39
570,Puri Heritage Walk,87,Wildlife Sanctuary,0,0,0,95.6,0,2026-03-27 02:15:21
571,Nagpur Waterfall,71,Waterfall,200,1000,100,43.5,29.7,2025-12-05 06:37:13
572,Faridabad Museum,36,Museum,10,100,0,73.9,18.7,2025-07-12 11:38:00
573,Kurukshetra Dam,37,Dam,150,1500,25,64.5,23.4,2025-06-19 00:18:11
574,Bhubaneswar Fort,86,Fort,20,100,100,69.8,14.5,2025-03-03 08:33:56
575,Ranchi Cave,45,Cave,200,1600,0,53.7,29.9,2026-03-22 10:10:18
576,Orchha Fort,68,Fort,10,50,0,79.6,3.6,2025-01-26 08:47:11
577,Ziro Market,9,Market,200,1600,0,46.7,59.5,2025-07-27 14:35:52
578,Kolkata Palace,134,Palace,50,400,25,67.4,26.8,2025-02-06 06:36:05
579,Jorhat Palace,12,Palace,10,80,0,58.7,21.7,2025-09-06 03:21:47
580,Pushkar Dam,99,Dam,30,300,0,56.6,50.9,2026-06-01 22:39:22
581,Madurai Wildlife Sanctuary,107,Cave,50,250,0,57.9,46.7,2026-05-17 19:04:18
582,Traditional Ranchi Museum,45,Museum,20,200,0,78.0,8.8,2025-11-20 22:00:57
583,Street-side Faridabad National Park,36,Church,20,100,0,74.8,10.5,2026-05-01 06:26:38
584,Grandma's Agra Garden,120,Garden,150,1200,0,94.4,0,2025-04-17 05:09:54
585,Spicy Mathura Fort,122,Fort,200,2000,0,61.5,17.3,2025-08-22 15:34:34
586,Kanyakumari Fort,110,Fort,0,0,25,72.2,12.7,2025-07-26 02:57:53
587,Guwahati National Park,10,Garden,100,500,0,66.7,27.3,2025-02-23 11:15:23
588,Dibrugarh Wildlife Sanctuary,11,Cave,150,750,0,94.6,0,2025-04-24 16:41:10
589,Jagdalpur National Park,22,Beach,50,500,25,66.9,23.6,2026-04-01 06:34:50
590,Deluxe Bilaspur Market,21,Market,10,100,100,79.9,4.8,2025-01-02 19:24:56
591,Guwahati Waterfall,10,Waterfall,50,400,100,67.9,19.8,2026-03-19 15:00:47
